Year,Make,Model,Category,inventory_id,created_at
2015,Land Rover,Range Rover,SUV,1798,2002-01-31
2020,Audi,Q5,SUV,1799,2019-03-18
2011,GMC,Canyon Crew Cab,Pickup,1800,2014-11-14
2004,Ford,F350 Super Duty Crew Cab,Pickup,1801,2001-08-10
2003,GMC,Sierra 3500 Crew Cab,Pickup,1802,2010-08-29
2003,Honda,Accord,"Sedan, Coupe",1803,2008-05-26
2014,Subaru,Tribeca,SUV,1830,2019-11-08
1996,Pontiac,Sunfire,"Sedan, Coupe, Convertible",1805,2017-05-27
2009,Mercedes-Benz,M-Class,SUV,1806,2008-09-05
2013,Rolls-Royce,Phantom,"Sedan, Coupe, Convertible",1807,2010-12-13
2013,Volkswagen,Passat,Sedan,1808,2012-03-18
2007,Mercedes-Benz,SLR McLaren,Coupe,1809,2005-12-24
2001,Audi,A8,Sedan,1810,2015-04-14
1993,Dodge,Ram Van B350,Van/Minivan,1811,2021-10-31
2007,INFINITI,G,"Sedan, Coupe",1812,2013-07-23
2013,Audi,A4,Sedan,1813,2000-05-29
1995,GMC,1500 Club Coupe,Pickup,1814,2002-01-09
2006,Pontiac,Grand Prix,Sedan,1815,2008-04-04
2001,Dodge,Intrepid,Sedan,1816,2002-06-07
2014,GMC,Savana 2500 Cargo,Van/Minivan,1817,2021-11-28
2010,Lincoln,MKZ,Sedan,1818,2015-06-21
1993,Chevrolet,Lumina APV,Van/Minivan,1819,2014-06-17
1994,Honda,Accord,"Sedan, Coupe, Wagon",1820,2016-09-28
2013,Ford,E350 Super Duty Cargo,Van/Minivan,1821,2006-03-24
2015,Chevrolet,Silverado 3500 HD Regular Cab,Pickup,1822,2020-12-06
1998,GMC,Suburban 2500,SUV,1823,2008-11-07
2015,Nissan,NV1500 Cargo,Van/Minivan,1824,2019-11-08
2019,Cadillac,ATS,Coupe,1825,2008-06-30
2009,Ford,Flex,SUV,1826,2018-09-02
2013,Chevrolet,Suburban 1500,SUV,1827,2003-11-25
2004,Dodge,Ram 2500 Regular Cab,Pickup,1828,2023-03-08
1994,Oldsmobile,Cutlass Cruiser,Wagon,1829,2010-03-01
2014,Subaru,Tribeca,SUV,1830,2019-11-08
2011,Acura,RDX,SUV,1831,2017-01-08
2002,Ford,Windstar Passenger,Van/Minivan,1832,2004-03-22
1999,GMC,Sonoma Regular Cab,Pickup,1833,2007-01-23
2003,Hyundai,Santa Fe,SUV,1834,2004-05-07
2012,Chevrolet,Malibu,Sedan,1835,2001-09-21
1995,Hyundai,Scoupe,Coupe,1836,2020-01-26
2002,Dodge,Intrepid,Sedan,1837,2005-10-24
2018,Mercedes-Benz,S-Class,"Sedan, Coupe, Convertible",1838,2008-05-23
2010,Scion,tC,Coupe,1839,2020-12-06
1996,Toyota,Tercel,Sedan,1840,2022-06-06
2006,Pontiac,G6,"Coupe, Convertible, Sedan",1841,2006-04-29
1999,Chevrolet,Express 2500 Passenger,Van/Minivan,1842,2004-05-16
2007,Chrysler,Town & Country,Van/Minivan,1843,2004-01-13
2000,Chevrolet,2500 Crew Cab,Pickup,1844,2011-12-23
2020,Chevrolet,Impala,Sedan,1845,2003-11-15
2011,Chevrolet,Corvette,"Convertible, Coupe",1846,2014-12-04
1995,Acura,Legend,"Coupe, Sedan",1847,2009-12-21
2014,Mercedes-Benz,GL-Class,SUV,1848,2014-01-31
2016,Lexus,CT,Hatchback,1849,2011-12-27
2010,Chevrolet,Traverse,SUV,1850,2009-09-05
2005,Dodge,Ram 3500 Regular Cab,Pickup,1851,2013-02-11
2014,Nissan,Xterra,SUV,1852,2002-05-01
1994,Chevrolet,2500 Regular Cab,Pickup,1853,2011-04-03
1998,Pontiac,Bonneville,Sedan,1854,2005-12-17
2018,McLaren,570S,"Coupe, Convertible",1855,2007-10-23
1999,Ford,Escort,"Sedan, Wagon, Coupe",1856,2004-10-04
2013,INFINITI,JX,SUV,1857,2017-09-03
2004,INFINITI,FX,SUV,1858,2016-07-28
2009,MINI,Convertible,Convertible,1859,2007-10-11
1994,Chevrolet,Beretta,Coupe,1860,2020-12-10
2001,BMW,5 Series,"Wagon, Sedan",1861,2003-02-22
2010,Chrysler,Town & Country,Van/Minivan,1862,2014-03-07
2012,Dodge,Challenger,Coupe,1863,2013-01-02
2010,Chevrolet,Malibu,Sedan,1864,2019-08-23
1999,Lexus,LS,Sedan,1865,2013-08-24
1997,Chrysler,Concorde,Sedan,1866,2016-01-31
2004,Nissan,Altima,Sedan,1867,2011-03-15
2012,Ford,F150 SuperCrew Cab,Pickup,1868,2011-12-23
2019,Ram,ProMaster Window Van,Van/Minivan,1869,2009-05-16
2018,BMW,X6,SUV,1870,2020-01-09
2010,Lotus,Evora,Coupe,1871,2023-02-08
1999,Chrysler,Concorde,Sedan,1872,2000-07-22
2003,GMC,Savana 2500 Passenger,Van/Minivan,1873,2001-09-15
2019,Dodge,Durango,SUV,1874,2016-02-28
2010,Toyota,Prius,Hatchback,1875,2010-09-18
2006,Isuzu,i-280 Extended Cab,Pickup,1876,2004-07-13
2016,Kia,Sorento,SUV,1877,2015-11-26
1997,Audi,A6,"Wagon, Sedan",1878,2017-04-05
1999,Chrysler,300,Sedan,1879,2018-06-17
2002,Nissan,Frontier Crew Cab,Pickup,1880,2001-08-05
2007,Honda,Pilot,SUV,1881,2018-05-14
2005,Pontiac,Montana,Van/Minivan,1882,2019-09-08
1999,Isuzu,VehiCROSS,SUV,1883,2018-01-16
2010,Cadillac,CTS,"Sedan, Wagon",1884,2006-01-16
1993,Cadillac,Eldorado,Coupe,1885,2023-03-20
2011,Mercedes-Benz,Sprinter 2500 Passenger,Van/Minivan,1886,2002-05-07
2008,Acura,RL,Sedan,1887,2017-10-28
2015,Audi,A4,Sedan,1888,2022-03-21
2011,GMC,Savana 3500 Cargo,Van/Minivan,1889,2013-10-10
2017,Ford,C-MAX Energi,Wagon,1890,2000-03-29
2006,Chevrolet,Aveo,"Hatchback, Sedan",1891,2017-12-03
2001,Jeep,Grand Cherokee,SUV,1892,2012-07-08
1993,MAZDA,B-Series Regular Cab,Pickup,1893,2021-12-31
2008,Hyundai,Tucson,SUV,1894,2009-07-24
2015,Chevrolet,Colorado Crew Cab,Pickup,1895,2008-01-30
2018,Chevrolet,Suburban 3500HD,SUV,1896,2007-04-29
2011,GMC,Sierra 1500 Crew Cab,Pickup,1897,2008-09-03
2010,Ford,F350 Super Duty Regular Cab,Pickup,1898,2020-01-31
2016,Hyundai,Sonata Hybrid,Sedan,1899,2007-08-09
1994,Volkswagen,Passat,"Sedan, Wagon",1900,2020-04-27
2012,Porsche,Cayenne,SUV,1901,2002-01-14
1999,Oldsmobile,88,Sedan,1902,2015-08-18
2005,Hyundai,Tiburon,Coupe,1903,2014-04-28
2003,Audi,S6,Wagon,1904,2020-02-02
2005,Lotus,Elise,Coupe,1905,2011-04-02
2000,Lincoln,LS,Sedan,1906,2005-03-09
1996,Dodge,Ram Wagon 2500,Van/Minivan,1907,2013-07-11
2000,Ford,Crown Victoria,Sedan,1908,2017-12-07
2018,FIAT,500c,Convertible,1909,2000-06-01
2010,GMC,Savana 1500 Passenger,Van/Minivan,1910,2004-03-11
2014,BMW,Z4,Convertible,1911,2002-10-06
2020,Honda,Civic,"Hatchback, Sedan, Coupe",1912,2007-07-24
2013,GMC,Yukon,SUV,1913,2008-08-26
2013,Toyota,Prius v,Wagon,1914,2019-02-25
1992,Oldsmobile,Custom Cruiser,Wagon,1915,2017-08-31
2002,Toyota,Echo,"Sedan, Coupe",1916,2022-05-07
2002,BMW,M5,Sedan,1917,2019-07-31
2015,MINI,Convertible,Convertible,1918,2008-11-12
1999,Chevrolet,Silverado 2500 Extended Cab,Pickup,1919,2003-05-14
1994,GMC,Vandura 2500,Van/Minivan,1920,2017-08-13
2011,Scion,tC,Coupe,1921,2012-03-21
1997,Chevrolet,G-Series 1500,Van/Minivan,1922,2008-02-14
2001,Volvo,S80,Sedan,1923,2003-03-08
2015,Lincoln,MKX,SUV,1924,2007-04-28
2015,Audi,R8,"Coupe, Convertible",1925,2005-05-22
2017,Chevrolet,Colorado Crew Cab,Pickup,1926,2022-05-02
2014,Toyota,Prius,Hatchback,1927,2001-02-10
1998,Toyota,Camry,Sedan,1928,2007-07-24
1992,Alfa Romeo,Spider,Convertible,1929,2009-09-26
2007,Kia,Sportage,SUV,1930,2009-03-24
1999,Mercedes-Benz,E-Class,"Sedan, Wagon",1931,2017-08-27
2018,Ford,Transit 350 Wagon,Van/Minivan,1932,2011-02-07
2008,Isuzu,i-290 Extended Cab,Pickup,1933,2004-07-01
2012,Nissan,Frontier King Cab,Pickup,1934,2002-12-02
2005,Nissan,Maxima,Sedan,1935,2006-01-05
2016,Bentley,Flying Spur,Sedan,1936,2008-10-02
1996,Subaru,SVX,Coupe,1937,2012-04-19
2005,Ford,E350 Super Duty Passenger,Van/Minivan,1938,2009-10-14
2002,Chevrolet,Venture Passenger,Van/Minivan,1939,2010-11-09
2014,MAZDA,MAZDA2,Hatchback,1940,2004-09-30
2017,Lincoln,MKZ,Sedan,1941,2001-05-02
2008,Kia,Rondo,Wagon,1942,2016-03-19
2006,Chevrolet,Express 2500 Passenger,Van/Minivan,1943,2015-08-01
2015,BMW,2 Series,"Coupe, Convertible",1944,2014-01-24
1995,GMC,Vandura G1500,Van/Minivan,1945,2006-05-19
2002,Chevrolet,Express 1500 Cargo,Van/Minivan,1946,2018-07-08
2015,Chevrolet,Silverado 2500 HD Double Cab,Pickup,1947,2021-06-28
1996,Ford,Ranger Super Cab,Pickup,1948,2023-10-26
2007,Ford,Edge,SUV,1949,2016-12-01
2010,Saab,3-Sep,"Wagon, Convertible, Sedan",1950,2000-01-03
2003,Dodge,Intrepid,Sedan,1951,2003-03-26
2002,Acura,RSX,Coupe,1952,2008-03-10
1998,Suzuki,X-90,SUV,1953,2015-11-25
1994,Mitsubishi,Galant,Sedan,1954,2017-09-04
2015,Kia,Sedona,Van/Minivan,1955,2015-01-07
2009,Kia,Amanti,Sedan,1956,2004-07-09
2016,Dodge,Dart,Sedan,1957,2018-09-12
2016,Lexus,GS,Sedan,1958,2020-04-23
2015,Audi,Q7,SUV,1959,2009-06-21
2011,Mercedes-Benz,Sprinter 3500 Cargo,Van/Minivan,1960,2014-04-24
2013,Suzuki,Grand Vitara,SUV,1961,2020-09-29
1992,Ford,Mustang,"Coupe, Convertible",1962,2015-07-05
1992,Plymouth,Colt Vista,Wagon,1963,2009-06-11
1994,GMC,Rally Wagon 3500,Van/Minivan,1964,2010-10-06
2011,Buick,Regal,Sedan,1965,2018-06-13
1993,Mercedes-Benz,300 TE,Wagon,1966,2010-01-01
2010,Honda,Fit,Hatchback,1967,2023-11-12
2017,Kia,Optima,Sedan,1968,2008-02-16
1997,GMC,Yukon,SUV,1969,2008-06-03
1992,Ford,F250 Regular Cab,Pickup,1970,2016-12-13
1997,Mitsubishi,Eclipse,"Coupe, Convertible",1971,2023-03-10
2018,Hyundai,Ioniq Plug-in Hybrid,Hatchback,1972,2003-10-07
2011,Lincoln,Navigator,SUV,1973,2009-08-31
2017,Mercedes-Benz,G-Class,SUV,1974,2011-05-08
2014,Volvo,XC90,SUV,1975,2020-12-07
2006,Aston Martin,Vanquish S,Coupe,1976,2009-02-22
2015,Alfa Romeo,4C,Coupe,1977,2009-11-16
2019,Toyota,Avalon,Sedan,1978,2023-05-20
2004,Chevrolet,S10 Crew Cab,Pickup,1979,2002-06-22
1994,Hyundai,Sonata,Sedan,1980,2013-02-19
1997,Kia,Sephia,Sedan,1981,2016-09-16
2012,Chevrolet,Silverado 3500 HD Crew Cab,Pickup,1982,2014-08-08
2016,Honda,Civic,"Sedan, Coupe",1983,2008-06-13
1996,GMC,Savana 3500 Cargo,Van/Minivan,1984,2004-03-06
1998,GMC,Savana 1500 Passenger,Van/Minivan,1985,2008-09-26
2012,Volvo,S60,Sedan,1986,2014-05-13
1999,Chevrolet,Tahoe,SUV,1987,2023-04-17
2000,Mercury,Mountaineer,SUV,1988,2019-06-17
2016,Ram,ProMaster Window Van,Van/Minivan,1989,2007-12-10
2014,Audi,allroad,Wagon,1990,2016-02-27
2007,Dodge,Sprinter 2500 Passenger,Van/Minivan,1991,2014-10-09
1998,Chevrolet,1500 Regular Cab,Pickup,1992,2018-10-15
2002,Dodge,Ram Van 2500,Van/Minivan,1993,2023-01-04
2012,Chevrolet,Silverado 3500 HD Regular Cab,Pickup,1994,2015-11-05
2011,Hyundai,Genesis Coupe,Coupe,1995,2016-03-20
2019,Honda,Odyssey,Van/Minivan,1996,2017-09-21
2006,Buick,Rendezvous,SUV,1997,2007-03-11
2017,Freightliner,Sprinter 2500 Cargo,Van/Minivan,1998,2010-04-21
1992,GMC,Vandura 1500,Van/Minivan,1999,2021-10-16
2014,Cadillac,Escalade ESV,SUV,2000,2020-11-08
